Y,D,X,date,ID,observed,D_simulated
TRUE,1,2,2019-03-06,173,2019-04-19,3
FALSE,3,2,2019-03-10,174,2019-05-05,2
FALSE,1,9,2019-02-17,175,2019-04-07,2
FALSE,1,15,2019-02-24,176,2019-04-09,1
FALSE,3,12,2019-03-11,178,2019-05-05,2
FALSE,1,14,2019-02-26,179,2019-04-11,4
FALSE,1,2,2019-02-27,180,2019-04-12,4
FALSE,1,1,2019-03-05,183,2019-05-05,1
FALSE,2,14,2019-02-12,184,2019-04-07,2
FALSE,1,5,2019-03-13,185,2019-05-05,4
FALSE,1,1,2019-02-11,186,2019-04-07,3
FALSE,4,5,2019-03-18,188,2019-05-05,4
FALSE,1,1,2019-03-10,189,2019-05-05,4
FALSE,1,13,2019-02-24,190,2019-04-09,3
FALSE,2,12,2019-03-17,193,2019-05-05,4
FALSE,3,9,2019-03-19,196,2019-05-05,3
FALSE,2,6,2019-03-19,197,2019-05-07,4
FALSE,1,5,2019-03-06,198,2019-04-19,3
FALSE,3,6,2019-03-10,200,2019-05-05,3
FALSE,3,10,2019-02-17,201,2019-04-07,4
TRUE,1,11,2019-02-17,203,2019-04-07,2
FALSE,3,10,2019-02-26,204,2019-04-11,2
FALSE,4,14,2019-02-18,205,2019-04-07,2
FALSE,3,9,2019-02-25,206,2019-04-10,2
FALSE,3,1,2019-02-27,207,2019-04-12,3
TRUE,2,2,2019-02-19,208,2019-04-07,4
FALSE,2,13,2019-03-03,209,2019-04-16,2
FALSE,3,10,2019-03-04,210,2019-04-17,3
FALSE,2,2,2019-03-06,211,2019-04-19,4
FALSE,3,15,2019-02-26,213,2019-04-11,3
FALSE,4,5,2019-02-26,214,2019-04-11,1
FALSE,3,16,2019-02-26,215,2019-04-11,2
FALSE,4,5,2019-03-04,216,2019-04-17,3
FALSE,4,9,2019-03-04,217,2019-04-17,4
FALSE,2,14,2019-03-04,218,2019-04-17,4
FALSE,2,14,2019-02-26,219,2019-04-11,3
FALSE,4,15,2019-02-26,220,2019-04-11,3
FALSE,3,13,2019-02-26,222,2019-04-11,4
FALSE,4,1,2019-03-04,223,2019-04-17,1
FALSE,4,6,2019-03-11,224,2019-05-05,3
FALSE,1,6,2019-03-11,225,2019-05-05,2
FALSE,2,2,2019-03-11,226,2019-05-05,2
FALSE,1,5,2019-03-10,227,2019-05-05,2
FALSE,3,6,2019-03-11,228,2019-05-05,4
FALSE,3,1,2019-03-11,229,2019-05-05,4
FALSE,4,14,2019-02-24,230,2019-04-09,3
FALSE,2,1,2019-02-26,231,2019-04-11,1
FALSE,3,10,2019-02-24,232,2019-04-10,3
FALSE,3,2,2019-03-10,233,2019-05-05,1
FALSE,1,4,2019-03-06,234,2019-04-19,1
FALSE,4,3,2019-02-11,237,2019-04-07,1
FALSE,2,10,2019-03-17,240,2019-05-05,2
FALSE,2,6,2019-03-12,241,2019-05-05,3
FALSE,1,10,2019-02-11,242,2019-04-07,3
FALSE,2,2,2019-03-11,243,2019-05-05,1
FALSE,2,13,2019-02-10,244,2019-04-07,2
TRUE,2,10,2019-02-13,246,2019-04-07,3
FALSE,3,2,2019-03-13,247,2019-05-05,2
FALSE,3,2,2019-02-13,248,2019-04-07,4
FALSE,4,14,2019-03-18,249,2019-05-05,4
FALSE,3,13,2019-03-18,250,2019-05-05,1
FALSE,1,16,2019-03-05,251,2019-04-18,2
FALSE,1,2,2019-02-27,252,2019-04-12,1
FALSE,2,6,2019-03-13,253,2019-05-05,2
FALSE,1,2,2019-03-13,254,2019-05-05,4
FALSE,2,5,2019-03-10,255,2019-05-05,4
FALSE,1,9,2019-02-27,256,2019-04-12,4
FALSE,1,14,2019-02-26,257,2019-04-11,2
FALSE,1,13,2019-03-13,261,2019-05-05,4
FALSE,1,13,2019-02-24,263,2019-04-09,4
FALSE,4,10,2019-02-17,265,2019-04-07,4
FALSE,4,9,2019-03-13,269,2019-05-05,4
FALSE,4,5,2019-03-12,270,2019-05-05,1
FALSE,4,2,2019-03-12,271,2019-05-05,4
FALSE,1,2,2019-02-12,274,2019-04-07,2
TRUE,1,1,2019-03-12,275,2019-05-05,2
FALSE,1,16,2019-02-26,276,2019-04-11,3
FALSE,2,2,2019-03-17,277,2019-05-05,3
FALSE,1,10,2019-02-27,278,2019-04-12,2
FALSE,3,16,2019-02-24,283,2019-04-09,1
FALSE,2,13,2019-03-04,284,2019-04-17,3
TRUE,2,10,2019-02-18,285,2019-04-07,3
FALSE,1,9,2019-03-04,287,2019-04-17,3
FALSE,3,15,2019-02-26,289,2019-04-11,4
TRUE,1,5,2019-03-06,291,2019-04-19,3
TRUE,2,14,2019-03-04,292,2019-04-17,4
FALSE,2,5,2019-03-05,293,2019-04-18,2
FALSE,2,12,2019-03-06,294,2019-05-05,1
FALSE,4,13,2019-02-12,297,2019-04-07,1
FALSE,1,2,2019-03-03,298,2019-04-16,4
FALSE,3,12,2019-03-19,300,2019-05-05,1
FALSE,4,12,2019-03-20,301,2019-05-06,3
FALSE,2,16,2019-03-19,303,2019-05-05,2
FALSE,1,10,2019-02-18,304,2019-04-07,2
FALSE,1,2,2019-03-04,305,2019-04-17,1
FALSE,4,6,2019-03-19,307,2019-05-06,4
FALSE,1,13,2019-03-04,309,2019-04-17,2
FALSE,1,10,2019-02-18,314,2019-04-07,4
FALSE,2,12,2019-02-27,315,2019-04-12,2
FALSE,1,6,2019-03-11,316,2019-05-05,4
FALSE,3,2,2019-03-05,317,2019-04-18,3
FALSE,1,5,2019-03-11,318,2019-05-05,3
FALSE,3,10,2019-02-24,319,2019-04-09,2
TRUE,4,2,2019-02-19,321,2019-04-07,1
FALSE,4,13,2019-02-26,322,2019-04-11,3
FALSE,4,1,2019-02-25,324,2019-04-10,1
FALSE,2,2,2019-03-11,325,2019-05-05,3
FALSE,4,13,2019-03-20,326,2019-05-07,2
FALSE,2,2,2019-03-10,327,2019-05-05,2
FALSE,1,5,2019-03-10,328,2019-05-05,3
FALSE,1,10,2019-03-11,329,2019-05-05,3
TRUE,4,9,2019-03-04,330,2019-04-17,3
FALSE,4,13,2019-03-03,333,2019-04-16,4
FALSE,2,16,2019-02-24,334,2019-04-09,3
FALSE,2,10,2019-03-04,335,2019-04-17,3
FALSE,3,5,2019-03-05,336,2019-04-18,4
FALSE,4,14,2019-02-24,337,2019-04-09,4
FALSE,4,6,2019-02-26,338,2019-04-11,1
FALSE,4,5,2019-03-04,339,2019-04-17,2
FALSE,4,9,2019-02-26,340,2019-04-11,4
FALSE,3,5,2019-03-05,341,2019-04-18,1
FALSE,4,12,2019-02-24,342,2019-04-09,3
FALSE,3,10,2019-03-04,343,2019-04-17,4
TRUE,3,2,2019-03-06,344,2019-04-19,1
FALSE,2,9,2019-03-05,345,2019-04-18,1
FALSE,2,13,2019-03-06,348,2019-04-19,3
TRUE,4,1,2019-03-10,349,2019-05-05,1
FALSE,4,2,2019-03-10,350,2019-05-05,4
FALSE,4,2,2019-03-10,351,2019-05-05,4
FALSE,3,13,2019-02-24,352,2019-04-09,1
FALSE,3,5,2019-03-06,354,2019-04-19,4
FALSE,2,2,2019-02-26,355,2019-04-11,2
FALSE,1,6,2019-03-11,356,2019-05-05,1
FALSE,1,6,2019-03-13,357,2019-05-05,3
FALSE,3,10,2019-03-19,359,2019-05-05,1
FALSE,1,2,2019-02-11,360,2019-04-07,1
FALSE,1,2,2019-03-18,361,2019-05-05,4
FALSE,2,5,2019-03-13,362,2019-05-05,3
FALSE,1,6,2019-03-19,363,2019-05-05,2
FALSE,1,1,2019-03-18,364,2019-05-05,3
TRUE,3,1,2019-02-11,365,2019-04-07,2
FALSE,3,9,2019-02-12,367,2019-04-07,2
FALSE,1,6,2019-03-19,369,2019-05-05,4
FALSE,3,12,2019-03-12,370,2019-05-05,4
FALSE,3,6,2019-03-13,372,2019-05-05,3
FALSE,4,2,2019-02-11,373,2019-04-07,3
FALSE,2,14,2019-02-13,374,2019-04-07,4
FALSE,1,16,2019-03-11,376,2019-05-05,3
TRUE,3,10,2019-02-17,378,2019-04-07,3
FALSE,2,10,2019-03-12,379,2019-05-07,2
FALSE,4,13,2019-03-17,380,2019-05-05,3
FALSE,2,2,2019-03-12,381,2019-05-05,3
FALSE,4,9,2019-03-17,382,2019-05-05,3
FALSE,3,5,2019-03-10,384,2019-05-05,1
FALSE,1,14,2019-03-18,385,2019-05-05,4
FALSE,1,2,2019-02-26,386,2019-04-11,4
FALSE,3,1,2019-03-12,387,2019-05-05,1
FALSE,1,10,2019-03-12,388,2019-05-05,2
FALSE,1,2,2019-03-19,390,2019-05-05,2
FALSE,2,13,2019-03-18,392,2019-05-07,1
FALSE,2,13,2019-03-13,393,2019-05-05,3
FALSE,1,2,2019-02-26,394,2019-04-11,1
FALSE,2,9,2019-02-10,395,2019-04-07,3
FALSE,4,13,2019-03-13,396,2019-05-05,2
FALSE,2,1,2019-03-20,398,2019-05-06,3
FALSE,1,2,2019-03-20,400,2019-05-06,1
FALSE,1,1,2019-03-05,401,2019-04-18,2
TRUE,1,2,2019-02-25,403,2019-04-10,4
FALSE,4,10,2019-02-18,405,2019-04-07,2
FALSE,1,9,2019-02-27,407,2019-04-16,3
FALSE,4,2,2019-03-20,409,2019-05-06,3
FALSE,1,13,2019-03-05,410,2019-04-19,3
FALSE,1,10,2019-02-25,411,2019-04-10,4
FALSE,4,6,2019-03-11,412,2019-05-05,4
FALSE,2,5,2019-03-11,413,2019-05-05,1
FALSE,4,10,2019-03-11,414,2019-05-05,1
FALSE,1,1,2019-03-10,415,2019-05-05,2
FALSE,2,6,2019-03-06,416,2019-04-19,4
FALSE,3,6,2019-03-06,417,2019-04-19,3
FALSE,2,12,2019-02-17,418,2019-04-07,2
FALSE,3,2,2019-03-04,419,2019-04-17,3
FALSE,4,9,2019-02-20,421,2019-04-07,4
FALSE,2,9,2019-02-27,422,2019-04-12,2
FALSE,3,13,2019-03-03,423,2019-04-16,2
FALSE,3,6,2019-03-06,424,2019-04-19,3
FALSE,3,9,2019-02-20,425,2019-04-07,3
FALSE,4,9,2019-03-04,427,2019-04-17,2
TRUE,3,10,2019-02-26,428,2019-04-11,2
TRUE,2,10,2019-02-24,429,2019-04-09,4
FALSE,2,1,2019-03-04,431,2019-04-17,1
FALSE,3,14,2019-02-24,432,2019-04-09,1
FALSE,4,2,2019-03-19,435,2019-05-05,2
FALSE,1,11,2019-03-04,439,2019-04-17,2
FALSE,2,13,2019-02-11,440,2019-04-07,3
FALSE,4,14,2019-02-11,441,2019-04-07,4
FALSE,4,2,2019-02-13,442,2019-04-07,1
FALSE,2,6,2019-03-13,443,2019-05-05,4
FALSE,1,14,2019-03-05,444,2019-04-19,3
FALSE,4,13,2019-03-13,445,2019-05-05,2
FALSE,1,10,2019-02-11,447,2019-04-07,4
FALSE,3,13,2019-03-13,450,2019-05-05,2
FALSE,2,5,2019-03-05,451,2019-04-18,3
FALSE,4,6,2019-03-13,454,2019-05-05,3
FALSE,4,2,2019-03-04,455,2019-04-17,1
FALSE,1,9,2019-02-12,457,2019-04-07,2
FALSE,4,5,2019-03-17,458,2019-05-05,1
FALSE,2,6,2019-03-13,459,2019-05-05,2
FALSE,4,2,2019-03-18,461,2019-05-05,2
FALSE,4,2,2019-03-12,462,2019-05-05,3
FALSE,4,5,2019-03-06,464,2019-04-19,4
TRUE,2,10,2019-02-13,465,2019-04-07,2
FALSE,2,10,2019-03-17,468,2019-05-05,3
FALSE,2,2,2019-02-25,470,2019-04-10,2
FALSE,2,15,2019-02-27,471,2019-04-12,4
FALSE,4,11,2019-02-11,476,2019-04-07,1
FALSE,4,6,2019-03-18,478,2019-05-05,1
FALSE,3,10,2019-02-13,480,2019-04-07,1
FALSE,4,4,2019-03-18,481,2019-05-05,4
FALSE,1,2,2019-03-13,483,2019-05-05,2
FALSE,2,14,2019-02-11,485,2019-04-07,1
FALSE,2,9,2019-02-11,486,2019-04-07,2
FALSE,4,5,2019-03-13,488,2019-05-05,2
FALSE,1,2,2019-03-13,489,2019-05-05,2
TRUE,4,6,2019-02-11,490,2019-04-07,2
FALSE,4,10,2019-02-12,491,2019-04-07,2
FALSE,2,9,2019-02-11,495,2019-04-07,3
FALSE,4,5,2019-03-18,496,2019-05-05,3
FALSE,4,6,2019-03-18,497,2019-05-06,2
TRUE,4,16,2019-02-13,501,2019-04-07,1
FALSE,4,13,2019-02-10,502,2019-04-07,2
FALSE,3,10,2019-03-17,503,2019-05-05,4
FALSE,1,15,2019-03-19,505,2019-05-05,4
FALSE,1,2,2019-02-17,506,2019-04-07,4
FALSE,1,12,2019-02-25,507,2019-04-10,2
FALSE,2,9,2019-02-17,508,2019-04-07,4
TRUE,3,10,2019-02-17,509,2019-04-07,4
FALSE,1,6,2019-03-06,511,2019-04-19,4
FALSE,1,9,2019-02-27,513,2019-04-12,1
FALSE,2,10,2019-02-17,515,2019-04-07,4
FALSE,1,13,2019-02-27,516,2019-04-12,2
FALSE,3,1,2019-03-20,519,2019-05-06,1
FALSE,1,11,2019-03-20,520,2019-05-06,1
FALSE,2,1,2019-02-18,522,2019-04-07,4
TRUE,4,2,2019-03-20,524,2019-05-07,3
FALSE,3,5,2019-03-20,528,2019-05-06,2
FALSE,3,5,2019-03-20,531,2019-05-06,3
FALSE,2,10,2019-03-20,532,2019-05-06,1
FALSE,4,1,2019-02-18,534,2019-04-07,3
FALSE,1,10,2019-03-20,535,2019-05-06,2
FALSE,1,10,2019-02-18,546,2019-04-07,4
FALSE,2,9,2019-02-13,547,2019-04-07,2
FALSE,1,9,2019-02-11,548,2019-04-07,2
TRUE,1,15,2019-03-20,549,2019-05-06,4
TRUE,3,6,2019-02-18,552,2019-04-07,4
FALSE,3,1,2019-02-19,555,2019-04-07,2
FALSE,4,9,2019-02-19,556,2019-04-07,2
FALSE,4,4,2019-02-19,558,2019-04-07,1
FALSE,4,12,2019-02-19,560,2019-04-07,3
FALSE,2,10,2019-02-19,561,2019-04-07,2
FALSE,3,9,2019-02-19,562,2019-04-07,4
FALSE,2,10,2019-02-19,570,2019-04-07,4
FALSE,1,13,2019-02-19,571,2019-04-07,2
FALSE,1,10,2019-02-19,572,2019-04-07,1
FALSE,3,10,2019-02-19,573,2019-04-07,3
FALSE,3,13,2019-02-19,575,2019-04-07,2
FALSE,3,1,2019-02-17,578,2019-04-07,2
FALSE,2,5,2019-02-17,580,2019-04-07,1
FALSE,1,9,2019-02-18,584,2019-04-07,3
FALSE,3,15,2019-03-24,585,2019-05-07,4
FALSE,3,3,2019-03-24,586,2019-05-07,4
FALSE,4,10,2019-02-20,587,2019-04-07,2
FALSE,2,10,2019-02-20,588,2019-04-07,2
FALSE,2,14,2019-03-24,589,2019-05-08,2
FALSE,3,13,2019-03-24,590,2019-05-07,1
FALSE,4,12,2019-02-20,591,2019-04-07,4
TRUE,1,10,2019-03-24,594,2019-05-07,4
FALSE,4,10,2019-03-24,595,2019-05-07,1
FALSE,3,14,2019-03-24,597,2019-05-07,4
FALSE,3,10,2019-03-24,598,2019-05-08,3
FALSE,3,10,2019-03-24,603,2019-05-07,1
FALSE,3,10,2019-03-24,606,2019-05-07,4
FALSE,2,2,2019-03-24,607,2019-05-07,2
FALSE,1,13,2019-03-24,608,2019-05-07,3
FALSE,2,12,2019-03-24,609,2019-05-07,2
FALSE,3,10,2019-03-24,612,2019-05-07,1
FALSE,2,13,2019-03-24,613,2019-05-07,3
FALSE,4,16,2019-03-24,616,2019-05-07,2
FALSE,4,14,2019-03-24,618,2019-05-07,1
FALSE,4,9,2019-03-24,620,2019-05-07,3
FALSE,4,10,2019-02-19,621,2019-04-07,3
FALSE,2,14,2019-02-20,624,2019-04-07,4
FALSE,3,14,2019-02-20,625,2019-04-07,1
FALSE,3,15,2019-02-19,629,2019-04-07,1
FALSE,3,9,2019-02-20,630,2019-04-07,2
FALSE,1,10,2019-03-24,631,2019-05-08,4
FALSE,1,10,2019-02-20,633,2019-04-07,3
FALSE,4,10,2019-02-20,636,2019-04-07,4
FALSE,4,6,2019-02-20,638,2019-04-07,2
FALSE,1,10,2019-02-20,639,2019-04-07,2
FALSE,4,9,2019-02-20,641,2019-04-07,4
FALSE,3,10,2019-02-20,642,2019-04-09,2
FALSE,4,9,2019-02-20,643,2019-04-07,2
FALSE,1,9,2019-02-20,645,2019-04-07,1
FALSE,3,11,2019-03-25,649,2019-05-15,4
FALSE,1,15,2019-03-25,650,2019-05-09,4
FALSE,2,12,2019-03-25,651,2019-05-08,2
FALSE,1,13,2019-03-25,655,2019-05-08,4
FALSE,2,13,2019-03-25,657,2019-05-08,3
FALSE,4,10,2019-03-25,658,2019-05-15,3
FALSE,1,9,2019-03-25,660,2019-05-08,4
FALSE,4,13,2019-03-25,662,2019-05-08,4
FALSE,2,10,2019-03-25,664,2019-05-15,2
FALSE,3,10,2019-03-25,665,2019-05-08,3
FALSE,2,10,2019-03-25,667,2019-05-08,2
FALSE,1,13,2019-03-25,668,2019-05-08,2
FALSE,3,10,2019-03-25,671,2019-05-08,4
FALSE,4,9,2019-03-25,672,2019-05-09,2
FALSE,1,2,2019-03-25,673,2019-05-08,1
FALSE,2,10,2019-03-25,675,2019-05-08,2
FALSE,3,13,2019-03-25,677,2019-05-08,4
FALSE,1,10,2019-03-25,678,2019-05-09,4
FALSE,4,13,2019-03-25,679,2019-05-09,3
FALSE,2,13,2019-03-25,680,2019-05-15,3
FALSE,3,9,2019-03-25,681,2019-05-19,3
FALSE,4,9,2019-02-20,682,2019-04-07,4
FALSE,4,12,2019-02-13,684,2019-04-07,2
TRUE,2,10,2019-02-20,685,2019-04-07,4
FALSE,2,10,2019-02-13,687,2019-04-07,3
FALSE,1,10,2019-02-18,691,2019-04-07,1
TRUE,3,16,2019-03-26,693,2019-05-09,3
FALSE,3,10,2019-02-24,694,2019-04-09,2
FALSE,4,6,2019-03-12,696,2019-05-05,3
FALSE,3,5,2019-03-10,697,2019-05-05,4
FALSE,4,2,2019-03-05,698,2019-04-18,3
FALSE,1,9,2019-02-20,699,2019-04-07,1
FALSE,3,5,2019-03-05,701,2019-04-18,1
FALSE,4,1,2019-03-05,702,2019-04-18,4
TRUE,2,11,2019-03-05,703,2019-04-18,1
FALSE,2,2,2019-03-10,705,2019-05-05,2
FALSE,1,6,2019-03-18,707,2019-05-05,1
FALSE,2,10,2019-03-26,710,2019-05-09,4
TRUE,3,2,2019-02-24,711,2019-04-09,3
FALSE,1,14,2019-03-26,712,2019-05-15,2
FALSE,3,9,2019-03-26,713,2019-05-09,2
FALSE,1,12,2019-03-26,714,2019-05-09,4
FALSE,2,14,2019-03-26,715,2019-05-09,3
FALSE,1,15,2019-03-26,716,2019-05-09,3
FALSE,2,9,2019-03-26,717,2019-05-09,3
FALSE,2,9,2019-03-26,718,2019-05-09,1
FALSE,4,10,2019-03-26,719,2019-05-15,3
FALSE,2,5,2019-03-26,722,2019-05-09,3
FALSE,1,9,2019-03-26,726,2019-05-09,1
FALSE,2,2,2019-03-26,728,2019-05-09,3
FALSE,2,3,2019-03-26,729,2019-05-09,4
FALSE,3,2,2019-03-26,730,2019-05-09,1
FALSE,4,5,2019-03-26,731,2019-05-09,3
TRUE,4,10,2019-03-31,733,2019-05-16,1
FALSE,4,14,2019-03-27,734,2019-05-16,2
FALSE,3,5,2019-03-03,735,2019-04-16,3
FALSE,2,16,2019-03-11,736,2019-05-05,4
FALSE,4,10,2019-03-04,737,2019-04-17,1
FALSE,2,2,2019-02-25,738,2019-04-10,1
FALSE,2,16,2019-03-27,739,2019-05-15,4
FALSE,3,1,2019-03-27,740,2019-05-15,3
FALSE,4,1,2019-03-27,741,2019-05-15,2
TRUE,3,10,2019-02-26,742,2019-04-11,3
FALSE,1,2,2019-03-27,743,2019-05-15,4
FALSE,4,2,2019-03-27,744,2019-05-15,2
FALSE,2,13,2019-03-27,745,2019-05-15,3
TRUE,3,4,2019-03-27,746,2019-05-15,4
FALSE,3,14,2019-03-27,747,2019-05-15,4
FALSE,2,10,2019-03-27,748,2019-05-15,3
FALSE,4,2,2019-03-27,750,2019-05-15,2
FALSE,1,15,2019-03-27,751,2019-05-15,1
FALSE,2,13,2019-03-27,752,2019-05-15,2
FALSE,4,1,2019-03-27,754,2019-05-15,2
FALSE,1,2,2019-03-27,755,2019-05-15,2
FALSE,2,15,2019-03-27,759,2019-05-15,1
TRUE,3,16,2019-03-31,760,2019-05-16,3
FALSE,4,1,2019-03-27,762,2019-05-15,4
FALSE,1,1,2019-03-27,764,2019-05-15,2
FALSE,2,14,2019-03-27,765,2019-05-15,3
FALSE,4,10,2019-03-27,766,2019-05-15,2
FALSE,2,10,2019-03-27,767,2019-05-15,3
FALSE,2,13,2019-03-27,769,2019-05-15,4
FALSE,2,14,2019-03-31,770,2019-05-16,1
FALSE,4,1,2019-03-31,771,2019-05-16,3
FALSE,1,2,2019-03-31,773,2019-05-16,4
FALSE,4,10,2019-03-31,774,2019-05-16,4
FALSE,1,16,2019-03-31,777,2019-05-16,1
FALSE,4,10,2019-03-31,778,2019-05-16,4
FALSE,4,14,2019-03-31,779,2019-05-19,1
FALSE,4,16,2019-03-31,780,2019-05-20,4
FALSE,4,10,2019-03-31,781,2019-05-16,1
FALSE,1,14,2019-03-31,782,2019-05-16,3
TRUE,2,14,2019-03-31,783,2019-05-16,4
FALSE,4,9,2019-03-31,784,2019-05-19,3
FALSE,1,10,2019-03-31,785,2019-05-16,4
FALSE,2,16,2019-03-26,788,2019-05-09,1
FALSE,3,16,2019-03-26,789,2019-05-15,4
